"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|ES","Generation - Solar [MW] Intraday / BZN|ES","Generation - Solar [MW] Current / BZN|ES","Generation - Wind Offshore [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore [MW] Intraday / BZN|ES","Generation - Wind Offshore [MW] Current / BZN|ES","Generation - Wind Onshore [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore [MW] Intraday / BZN|ES","Generation - Wind Onshore [MW] Current / BZN|ES"
"18.05.2025 01:00 - 18.05.2025 01:15","445","633","633","n/e","n/e","n/e","3622","3853","3853"
"18.05.2025 01:15 - 18.05.2025 01:30","468","623","623","n/e","n/e","n/e","3631","3865","3865"
"18.05.2025 01:30 - 18.05.2025 01:45","473","618","618","n/e","n/e","n/e","3640","3875","3875"
"18.05.2025 01:45 - 18.05.2025 02:00","464","614","614","n/e","n/e","n/e","3648","3881","3881"
"18.05.2025 02:00 - 18.05.2025 02:15","440","642","642","n/e","n/e","n/e","3658","3786","3786"
"18.05.2025 02:15 - 18.05.2025 02:30","425","632","632","n/e","n/e","n/e","3659","3796","3796"
"18.05.2025 02:30 - 18.05.2025 02:45","416","619","619","n/e","n/e","n/e","3655","3804","3804"
"18.05.2025 02:45 - 18.05.2025 03:00","411","603","603","n/e","n/e","n/e","3648","3810","3810"
"18.05.2025 03:00 - 18.05.2025 03:15","416","516","516","n/e","n/e","n/e","3633","3805","3805"
"18.05.2025 03:15 - 18.05.2025 03:30","411","499","499","n/e","n/e","n/e","3627","3814","3814"
"18.05.2025 03:30 - 18.05.2025 03:45","401","483","483","n/e","n/e","n/e","3624","3824","3824"
"18.05.2025 03:45 - 18.05.2025 04:00","388","466","466","n/e","n/e","n/e","3623","3831","3831"
"18.05.2025 04:00 - 18.05.2025 04:15","372","454","454","n/e","n/e","n/e","3626","3974","3974"
"18.05.2025 04:15 - 18.05.2025 04:30","356","433","433","n/e","n/e","n/e","3624","3955","3955"
"18.05.2025 04:30 - 18.05.2025 04:45","340","410","410","n/e","n/e","n/e","3619","3924","3924"
"18.05.2025 04:45 - 18.05.2025 05:00","323","385","385","n/e","n/e","n/e","3612","3881","3881"
"18.05.2025 05:00 - 18.05.2025 05:15","294","392","392","n/e","n/e","n/e","3606","3900","3900"
"18.05.2025 05:15 - 18.05.2025 05:30","275","364","364","n/e","n/e","n/e","3594","3838","3838"
"18.05.2025 05:30 - 18.05.2025 05:45","254","335","335","n/e","n/e","n/e","3580","3775","3775"
"18.05.2025 05:45 - 18.05.2025 06:00","232","306","306","n/e","n/e","n/e","3559","3708","3708"
"18.05.2025 06:00 - 18.05.2025 06:15","201","270","270","n/e","n/e","n/e","3561","3825","3825"
"18.05.2025 06:15 - 18.05.2025 06:30","179","244","244","n/e","n/e","n/e","3515","3737","3737"
"18.05.2025 06:30 - 18.05.2025 06:45","163","226","226","n/e","n/e","n/e","3450","3637","3637"
"18.05.2025 06:45 - 18.05.2025 07:00","153","216","216","n/e","n/e","n/e","3363","3522","3522"
"18.05.2025 07:00 - 18.05.2025 07:15","753","557","557","n/e","n/e","n/e","3301","3729","3729"
"18.05.2025 07:15 - 18.05.2025 07:30","1252","1174","1174","n/e","n/e","n/e","3164","3559","3559"
"18.05.2025 07:30 - 18.05.2025 07:45","1977","1926","1926","n/e","n/e","n/e","3002","3369","3369"
"18.05.2025 07:45 - 18.05.2025 08:00","2885","2814","2814","n/e","n/e","n/e","2824","3165","3165"
"18.05.2025 08:00 - 18.05.2025 08:15","4999","4716","4716","n/e","n/e","n/e","2654","3205","3205"
"18.05.2025 08:15 - 18.05.2025 08:30","6385","6057","6057","n/e","n/e","n/e","2474","2972","2972"
"18.05.2025 08:30 - 18.05.2025 08:45","7754","7415","7415","n/e","n/e","n/e","2310","2763","2763"
"18.05.2025 08:45 - 18.05.2025 09:00","9036","8719","8719","n/e","n/e","n/e","2165","2580","2580"
"18.05.2025 09:00 - 18.05.2025 09:15","11028","10731","10870","n/e","n/e","n/e","2000","2402","2773"
"18.05.2025 09:15 - 18.05.2025 09:30","12053","11824","11868","n/e","n/e","n/e","1911","2269","2629"
"18.05.2025 09:30 - 18.05.2025 09:45","12816","12685","12685","n/e","n/e","n/e","1853","2161","2508"
"18.05.2025 09:45 - 18.05.2025 10:00","13347","13333","13336","n/e","n/e","n/e","1824","2077","2409"
"18.05.2025 10:00 - 18.05.2025 10:15","13992","14124","13857","n/e","n/e","n/e","1782","1996","2322"
"18.05.2025 10:15 - 18.05.2025 10:30","14224","14466","14278","n/e","n/e","n/e","1797","1952","2263"
"18.05.2025 10:30 - 18.05.2025 10:45","14368","14697","14558","n/e","n/e","n/e","1829","1929","2224"
"18.05.2025 10:45 - 18.05.2025 11:00","14451","14849","14740","n/e","n/e","n/e","1874","1919","2201"
"18.05.2025 11:00 - 18.05.2025 11:15","14562","15046","13461","n/e","n/e","n/e","1919","1922","2187"
"18.05.2025 11:15 - 18.05.2025 11:30","14588","15123","13648","n/e","n/e","n/e","1979","1917","2186"
"18.05.2025 11:30 - 18.05.2025 11:45","14612","15201","13783","n/e","n/e","n/e","2041","1909","2194"
"18.05.2025 11:45 - 18.05.2025 12:00","14632","15274","13878","n/e","n/e","n/e","2106","1896","2209"
"18.05.2025 12:00 - 18.05.2025 12:15","14642","15366","12661","n/e","n/e","n/e","2173","1876","2234"
"18.05.2025 12:15 - 18.05.2025 12:30","14626","15391","12737","n/e","n/e","n/e","2243","1865","2253"
"18.05.2025 12:30 - 18.05.2025 12:45","14582","15374","12781","n/e","n/e","n/e","2317","1902","2271"
"18.05.2025 12:45 - 18.05.2025 13:00","14512","15323","12801","n/e","n/e","n/e","2391","1949","2291"
"18.05.2025 13:00 - 18.05.2025 13:15","14447","15263","13149","n/e","n/e","n/e","2472","1976","2307"
"18.05.2025 13:15 - 18.05.2025 13:30","14345","15164","13135","n/e","n/e","n/e","2548","2056","2332"
"18.05.2025 13:30 - 18.05.2025 13:45","14234","15065","13105","n/e","n/e","n/e","2622","2159","2409"
"18.05.2025 13:45 - 18.05.2025 14:00","14117","14965","13058","n/e","n/e","n/e","2696","2279","2494"
"18.05.2025 14:00 - 18.05.2025 14:15","14043","14877","13666","n/e","n/e","n/e","2767","2413","2567"
"18.05.2025 14:15 - 18.05.2025 14:30","13911","14768","13529","n/e","n/e","n/e","2847","2551","2674"
"18.05.2025 14:30 - 18.05.2025 14:45","13771","14653","13371","n/e","n/e","n/e","2932","2689","2794"
"18.05.2025 14:45 - 18.05.2025 15:00","13622","14522","13198","n/e","n/e","n/e","3027","2830","2928"
"18.05.2025 15:00 - 18.05.2025 15:15","13487","14410","13548","n/e","n/e","n/e","3105","2972","3060"
"18.05.2025 15:15 - 18.05.2025 15:30","13310","14232","13343","n/e","n/e","n/e","3230","3124","3221"
"18.05.2025 15:30 - 18.05.2025 15:45","13118","14025","13143","n/e","n/e","n/e","3375","3284","3397"
"18.05.2025 15:45 - 18.05.2025 16:00","12922","13800","12954","n/e","n/e","n/e","3533","3457","3587"
"18.05.2025 16:00 - 18.05.2025 16:15","12697","13572","12195","n/e","n/e","n/e","3725","3627","3785"
"18.05.2025 16:15 - 18.05.2025 16:30","12534","13362","12082","n/e","n/e","n/e","3883","3833","4003"
"18.05.2025 16:30 - 18.05.2025 16:45","12403","13179","11987","n/e","n/e","n/e","4028","4058","4234"
"18.05.2025 16:45 - 18.05.2025 17:00","12299","13013","11907","n/e","n/e","n/e","4159","4297","4470"
"18.05.2025 17:00 - 18.05.2025 17:15","12239","12905","11568","n/e","n/e","n/e","4310","4592","4768"
"18.05.2025 17:15 - 18.05.2025 17:30","12158","12733","11563","n/e","n/e","n/e","4416","4836","4993"
"18.05.2025 17:30 - 18.05.2025 17:45","12067","12535","11535","n/e","n/e","n/e","4511","5070","5199"
"18.05.2025 17:45 - 18.05.2025 18:00","11926","12288","11452","n/e","n/e","n/e","4602","5285","5383"
"18.05.2025 18:00 - 18.05.2025 18:15","12025","12218","11029","n/e","n/e","n/e","4680","5566","5613"
"18.05.2025 18:15 - 18.05.2025 18:30","11634","11775","10709","n/e","n/e","n/e","4788","5717","5743"
"18.05.2025 18:30 - 18.05.2025 18:45","11057","11197","10250","n/e","n/e","n/e","4914","5825","5843"
"18.05.2025 18:45 - 18.05.2025 19:00","10298","10472","9637","n/e","n/e","n/e","5044","5900","5920"
"18.05.2025 19:00 - 18.05.2025 19:15","9833","10088","10194","n/e","n/e","n/e","5233","5960","5990"
"18.05.2025 19:15 - 18.05.2025 19:30","8688","8979","8985","n/e","n/e","n/e","5323","6012","6048"
"18.05.2025 19:30 - 18.05.2025 19:45","7396","7694","7648","n/e","n/e","n/e","5371","6070","6108"
"18.05.2025 19:45 - 18.05.2025 20:00","6040","6317","6267","n/e","n/e","n/e","5383","6131","6168"
"18.05.2025 20:00 - 18.05.2025 20:15","4936","5204","6266","n/e","n/e","n/e","5387","6222","6255"
"18.05.2025 20:15 - 18.05.2025 20:30","3683","3888","5012","n/e","n/e","n/e","5362","6271","6299"
"18.05.2025 20:30 - 18.05.2025 20:45","2637","2776","3952","n/e","n/e","n/e","5333","6306","6328"
"18.05.2025 20:45 - 18.05.2025 21:00","1802","1881","3062","n/e","n/e","n/e","5302","6329","6347"
"18.05.2025 21:00 - 18.05.2025 21:15","1114","1070","1868","n/e","n/e","n/e","5281","6359","6368"
"18.05.2025 21:15 - 18.05.2025 21:30","730","718","867","n/e","n/e","n/e","5242","6370","6379"
"18.05.2025 21:30 - 18.05.2025 21:45","522","564","698","n/e","n/e","n/e","5198","6379","6392"
"18.05.2025 21:45 - 18.05.2025 22:00","489","542","660","n/e","n/e","n/e","5149","6385","6403"
"18.05.2025 22:00 - 18.05.2025 22:15","475","519","497","n/e","n/e","n/e","5103","6404","6429"
"18.05.2025 22:15 - 18.05.2025 22:30","458","510","492","n/e","n/e","n/e","5051","6391","6424"
"18.05.2025 22:30 - 18.05.2025 22:45","436","502","491","n/e","n/e","n/e","4999","6363","6405"
"18.05.2025 22:45 - 18.05.2025 23:00","405","491","490","n/e","n/e","n/e","4945","6316","6365"
"18.05.2025 23:00 - 18.05.2025 23:15","405","490","551","n/e","n/e","n/e","4901","6304","7906"
"18.05.2025 23:15 - 18.05.2025 23:30","338","469","527","n/e","n/e","n/e","4839","6203","7692"
"18.05.2025 23:30 - 18.05.2025 23:45","254","440","498","n/e","n/e","n/e","4771","6072","7457"
"18.05.2025 23:45 - 19.05.2025 00:00","169","409","469","n/e","n/e","n/e","4696","5919","7207"
"19.05.2025 00:00 - 19.05.2025 00:15","380","454","454","n/e","n/e","n/e","5825","7301","7301"
"19.05.2025 00:15 - 19.05.2025 00:30","358","436","436","n/e","n/e","n/e","5670","7074","7074"
"19.05.2025 00:30 - 19.05.2025 00:45","351","424","424","n/e","n/e","n/e","5531","6855","6855"
"19.05.2025 00:45 - 19.05.2025 01:00","354","417","417","n/e","n/e","n/e","5405","6645","6645"
"19.05.2025 01:00 - 19.05.2025 01:15","366","659","659","n/e","n/e","n/e","5290","7291","7291"
"19.05.2025 01:15 - 19.05.2025 01:30","372","637","637","n/e","n/e","n/e","5175","7065","7065"
"19.05.2025 01:30 - 19.05.2025 01:45","371","617","617","n/e","n/e","n/e","5057","6855","6855"
"19.05.2025 01:45 - 19.05.2025 02:00","365","598","598","n/e","n/e","n/e","4941","6658","6658"
"19.05.2025 02:00 - 19.05.2025 02:15","349","524","524","n/e","n/e","n/e","4812","6492","6492"
"19.05.2025 02:15 - 19.05.2025 02:30","343","509","509","n/e","n/e","n/e","4715","6341","6341"
"19.05.2025 02:30 - 19.05.2025 02:45","340","497","497","n/e","n/e","n/e","4634","6185","6185"
"19.05.2025 02:45 - 19.05.2025 03:00","339","486","486","n/e","n/e","n/e","4568","6026","6026"
"19.05.2025 03:00 - 19.05.2025 03:15","349","515","515","n/e","n/e","n/e","4497","5359","5359"
"19.05.2025 03:15 - 19.05.2025 03:30","340","498","498","n/e","n/e","n/e","4456","5245","5245"
"19.05.2025 03:30 - 19.05.2025 03:45","324","478","478","n/e","n/e","n/e","4424","5133","5133"
"19.05.2025 03:45 - 19.05.2025 04:00","302","456","456","n/e","n/e","n/e","4399","5029","5029"
"19.05.2025 04:00 - 19.05.2025 04:15","278","448","448","n/e","n/e","n/e","4377","6123","6123"
"19.05.2025 04:15 - 19.05.2025 04:30","255","423","423","n/e","n/e","n/e","4354","5987","5987"
"19.05.2025 04:30 - 19.05.2025 04:45","237","398","398","n/e","n/e","n/e","4328","5867","5867"
"19.05.2025 04:45 - 19.05.2025 05:00","221","372","372","n/e","n/e","n/e","4300","5759","5759"
"19.05.2025 05:00 - 19.05.2025 05:15","207","349","349","n/e","n/e","n/e","4270","5325","5325"
"19.05.2025 05:15 - 19.05.2025 05:30","190","321","321","n/e","n/e","n/e","4245","5256","5256"
"19.05.2025 05:30 - 19.05.2025 05:45","171","294","294","n/e","n/e","n/e","4222","5187","5187"
"19.05.2025 05:45 - 19.05.2025 06:00","151","267","267","n/e","n/e","n/e","4195","5109","5109"
"19.05.2025 06:00 - 19.05.2025 06:15","130","204","204","n/e","n/e","n/e","4201","5374","5374"
"19.05.2025 06:15 - 19.05.2025 06:30","113","182","182","n/e","n/e","n/e","4138","5250","5250"
"19.05.2025 06:30 - 19.05.2025 06:45","104","170","170","n/e","n/e","n/e","4047","5095","5095"
"19.05.2025 06:45 - 19.05.2025 07:00","103","167","167","n/e","n/e","n/e","3935","4918","4918"
"19.05.2025 07:00 - 19.05.2025 07:15","618","624","624","n/e","n/e","n/e","3815","5107","5107"
"19.05.2025 07:15 - 19.05.2025 07:30","1078","1167","1167","n/e","n/e","n/e","3690","4891","4891"
"19.05.2025 07:30 - 19.05.2025 07:45","1750","1846","1846","n/e","n/e","n/e","3571","4704","4704"
"19.05.2025 07:45 - 19.05.2025 08:00","2597","2660","2660","n/e","n/e","n/e","3463","4548","4548"
"19.05.2025 08:00 - 19.05.2025 08:15","4631","4408","4408","n/e","n/e","n/e","3333","4870","4870"
"19.05.2025 08:15 - 19.05.2025 08:30","5964","5707","5707","n/e","n/e","n/e","3262","4777","4777"
"19.05.2025 08:30 - 19.05.2025 08:45","7291","7024","7024","n/e","n/e","n/e","3215","4707","4707"
"19.05.2025 08:45 - 19.05.2025 09:00","8556","8290","8290","n/e","n/e","n/e","3192","4669","4669"
"19.05.2025 09:00 - 19.05.2025 09:15","10460","10276","9966","n/e","n/e","n/e","3140","4581","4618"
"19.05.2025 09:15 - 19.05.2025 09:30","11511","11345","10961","n/e","n/e","n/e","3170","4621","4691"
"19.05.2025 09:30 - 19.05.2025 09:45","12341","12197","11799","n/e","n/e","n/e","3229","4711","4817"
"19.05.2025 09:45 - 19.05.2025 10:00","12973","12856","12498","n/e","n/e","n/e","3315","4836","4980"
"19.05.2025 10:00 - 19.05.2025 10:15","13816","13724","15119","n/e","n/e","n/e","3386","5003","4173"
"19.05.2025 10:15 - 19.05.2025 10:30","14200","14130","15483","n/e","n/e","n/e","3527","5145","4365"
"19.05.2025 10:30 - 19.05.2025 10:45","14500","14452","15751","n/e","n/e","n/e","3694","5268","4568"
"19.05.2025 10:45 - 19.05.2025 11:00","14735","14709","15941","n/e","n/e","n/e","3878","5374","4782"
"19.05.2025 11:00 - 19.05.2025 11:15","14916","14922","16818","n/e","n/e","n/e","4097","5501","5014"
"19.05.2025 11:15 - 19.05.2025 11:30","15053","15098","16916","n/e","n/e","n/e","4282","5574","5246"
"19.05.2025 11:30 - 19.05.2025 11:45","15156","15249","16980","n/e","n/e","n/e","4454","5631","5484"
"19.05.2025 11:45 - 19.05.2025 12:00","15230","15376","17011","n/e","n/e","n/e","4615","5681","5718"
"19.05.2025 12:00 - 19.05.2025 12:15","15358","15570","16643","n/e","n/e","n/e","4775","5727","6016"
"19.05.2025 12:15 - 19.05.2025 12:30","15395","15642","16650","n/e","n/e","n/e","4934","5785","6198"
"19.05.2025 12:30 - 19.05.2025 12:45","15422","15679","16619","n/e","n/e","n/e","5100","5922","6338"
"19.05.2025 12:45 - 19.05.2025 13:00","15438","15687","16559","n/e","n/e","n/e","5272","6073","6459"
"19.05.2025 13:00 - 19.05.2025 13:15","15407","15676","15315","n/e","n/e","n/e","5458","6229","6517"
"19.05.2025 13:15 - 19.05.2025 13:30","15389","15630","15300","n/e","n/e","n/e","5639","6400","6680"
"19.05.2025 13:30 - 19.05.2025 13:45","15353","15570","15269","n/e","n/e","n/e","5821","6578","6895"
"19.05.2025 13:45 - 19.05.2025 14:00","15297","15493","15220","n/e","n/e","n/e","5998","6758","7139"
"19.05.2025 14:00 - 19.05.2025 14:15","15332","15457","15890","n/e","n/e","n/e","6210","6963","7457"
"19.05.2025 14:15 - 19.05.2025 14:30","15245","15341","15762","n/e","n/e","n/e","6357","7137","7658"
"19.05.2025 14:30 - 19.05.2025 14:45","15145","15206","15614","n/e","n/e","n/e","6481","7299","7765"
"19.05.2025 14:45 - 19.05.2025 15:00","15034","15055","15449","n/e","n/e","n/e","6592","7443","7819"
"19.05.2025 15:00 - 19.05.2025 15:15","14872","14888","14018","n/e","n/e","n/e","6677","7625","7882"
"19.05.2025 15:15 - 19.05.2025 15:30","14745","14736","13899","n/e","n/e","n/e","6801","7710","7894"
"19.05.2025 15:30 - 19.05.2025 15:45","14615","14595","13776","n/e","n/e","n/e","6947","7759","7912"
"19.05.2025 15:45 - 19.05.2025 16:00","14487","14467","13658","n/e","n/e","n/e","7107","7787","7939"
"19.05.2025 16:00 - 19.05.2025 16:15","14384","14398","13214","n/e","n/e","n/e","7301","7773","7976"
"19.05.2025 16:15 - 19.05.2025 16:30","14280","14299","13144","n/e","n/e","n/e","7454","7827","8016"
"19.05.2025 16:30 - 19.05.2025 16:45","14197","14214","13083","n/e","n/e","n/e","7586","7920","8060"
"19.05.2025 16:45 - 19.05.2025 17:00","14133","14135","13031","n/e","n/e","n/e","7696","8037","8100"
"19.05.2025 17:00 - 19.05.2025 17:15","14057","14060","12769","n/e","n/e","n/e","7840","8217","8170"
"19.05.2025 17:15 - 19.05.2025 17:30","14022","13963","12711","n/e","n/e","n/e","7902","8320","8187"
"19.05.2025 17:30 - 19.05.2025 17:45","13987","13840","12621","n/e","n/e","n/e","7938","8387","8184"
"19.05.2025 17:45 - 19.05.2025 18:00","13911","13664","12478","n/e","n/e","n/e","7945","8414","8159"
"19.05.2025 18:00 - 19.05.2025 18:15","14268","13833","12487","n/e","n/e","n/e","7991","8533","8189"
"19.05.2025 18:15 - 19.05.2025 18:30","13949","13455","12132","n/e","n/e","n/e","7925","8478","8117"
"19.05.2025 18:30 - 19.05.2025 18:45","13438","12934","11655","n/e","n/e","n/e","7821","8383","8021"
"19.05.2025 18:45 - 19.05.2025 19:00","12716","12244","11028","n/e","n/e","n/e","7690","8258","7909"
"19.05.2025 19:00 - 19.05.2025 19:15","12402","11961","11335","n/e","n/e","n/e","7532","8112","7791"
"19.05.2025 19:15 - 19.05.2025 19:30","11152","10789","10146","n/e","n/e","n/e","7402","7969","7673"
"19.05.2025 19:30 - 19.05.2025 19:45","9657","9371","8812","n/e","n/e","n/e","7292","7834","7563"
"19.05.2025 19:45 - 19.05.2025 20:00","8012","7803","7409","n/e","n/e","n/e","7196","7712","7460"
"19.05.2025 20:00 - 19.05.2025 20:15","6709","6580","7434","n/e","n/e","n/e","7129","7578","7368"
"19.05.2025 20:15 - 19.05.2025 20:30","5060","4980","5997","n/e","n/e","n/e","7026","7490","7277"
"19.05.2025 20:30 - 19.05.2025 20:45","3622","3571","4699","n/e","n/e","n/e","6906","7419","7189"
"19.05.2025 20:45 - 19.05.2025 21:00","2435","2400","3609","n/e","n/e","n/e","6771","7355","7102"
"19.05.2025 21:00 - 19.05.2025 21:15","1437","1372","2367","n/e","n/e","n/e","6638","7336","7017"
"19.05.2025 21:15 - 19.05.2025 21:30","883","856","961","n/e","n/e","n/e","6492","7246","6927"
"19.05.2025 21:30 - 19.05.2025 21:45","594","612","803","n/e","n/e","n/e","6348","7128","6835"
"19.05.2025 21:45 - 19.05.2025 22:00","566","577","741","n/e","n/e","n/e","6206","6992","6742"
"19.05.2025 22:00 - 19.05.2025 22:15","583","546","461","n/e","n/e","n/e","6075","6838","7795"
"19.05.2025 22:15 - 19.05.2025 22:30","543","527","436","n/e","n/e","n/e","5935","6708","7693"
"19.05.2025 22:30 - 19.05.2025 22:45","482","512","411","n/e","n/e","n/e","5794","6600","7603"
"19.05.2025 22:45 - 19.05.2025 23:00","409","497","386","n/e","n/e","n/e","5655","6510","7519"
"19.05.2025 23:00 - 19.05.2025 23:15","330","503","419","n/e","n/e","n/e","5511","6422","8098"
"19.05.2025 23:15 - 19.05.2025 23:30","266","478","375","n/e","n/e","n/e","5383","6354","8021"
"19.05.2025 23:30 - 19.05.2025 23:45","221","445","330","n/e","n/e","n/e","5265","6288","7954"
"19.05.2025 23:45 - 20.05.2025 00:00","200","413","290","n/e","n/e","n/e","5160","6225","7890"
"20.05.2025 00:00 - 20.05.2025 00:15","185","N/A","282","n/e","n/e","n/e","6120","N/A","8124"
"20.05.2025 00:15 - 20.05.2025 00:30","204","N/A","287","n/e","n/e","n/e","6063","N/A","8043"
"20.05.2025 00:30 - 20.05.2025 00:45","243","N/A","300","n/e","n/e","n/e","6017","N/A","7957"
"20.05.2025 00:45 - 20.05.2025 01:00","290","N/A","318","n/e","n/e","n/e","5982","N/A","7867"
"20.05.2025 01:00 - 20.05.2025 01:15","386","N/A","627","n/e","n/e","n/e","5940","N/A","8039"
"20.05.2025 01:15 - 20.05.2025 01:30","420","N/A","615","n/e","n/e","n/e","5925","N/A","7971"
"20.05.2025 01:30 - 20.05.2025 01:45","428","N/A","598","n/e","n/e","n/e","5919","N/A","7889"
"20.05.2025 01:45 - 20.05.2025 02:00","415","N/A","579","n/e","n/e","n/e","5920","N/A","7795"
"20.05.2025 02:00 - 20.05.2025 02:15","390","N/A","471","n/e","n/e","n/e","5924","N/A","7672"
"20.05.2025 02:15 - 20.05.2025 02:30","369","N/A","463","n/e","n/e","n/e","5935","N/A","7629"
"20.05.2025 02:30 - 20.05.2025 02:45","358","N/A","454","n/e","n/e","n/e","5949","N/A","7574"
"20.05.2025 02:45 - 20.05.2025 03:00","355","N/A","443","n/e","n/e","n/e","5964","N/A","7506"
"20.05.2025 03:00 - 20.05.2025 03:15","357","N/A","463","n/e","n/e","n/e","5987","N/A","7167"
"20.05.2025 03:15 - 20.05.2025 03:30","357","N/A","452","n/e","n/e","n/e","5999","N/A","7147"
"20.05.2025 03:30 - 20.05.2025 03:45","354","N/A","441","n/e","n/e","n/e","6007","N/A","7126"
"20.05.2025 03:45 - 20.05.2025 04:00","347","N/A","431","n/e","n/e","n/e","6012","N/A","7099"
"20.05.2025 04:00 - 20.05.2025 04:15","341","N/A","428","n/e","n/e","n/e","6018","N/A","7109"
"20.05.2025 04:15 - 20.05.2025 04:30","332","N/A","426","n/e","n/e","n/e","6017","N/A","7054"
"20.05.2025 04:30 - 20.05.2025 04:45","324","N/A","423","n/e","n/e","n/e","6015","N/A","7031"
"20.05.2025 04:45 - 20.05.2025 05:00","316","N/A","415","n/e","n/e","n/e","6011","N/A","7024"
"20.05.2025 05:00 - 20.05.2025 05:15","314","N/A","447","n/e","n/e","n/e","6010","N/A","7351"
